Locus tag,Locus,log_fc,pvalue
Rv1689,tyrS,-0.0018458208089487437,0.8303
Rv1240,mdh,-0.0016999759417536406,0.8341
Rv0338c,,-0.001082610125671455,0.957
Rv0822c,,-0.001009558330179403,0.7624
Rv3895c,eccB2,0.00018296611246380756,0.9846
Rv2727c,miaA,0.00039141080100942873,0.9063
Rv3704c,gshA,0.0005147082264570457,0.9413
Rv2067c,,0.0008809390993359879,0.858
Rv1092c,coaA,0.0009014267081582597,0.9035
Rv0758,phoR,0.0023737710034292523,0.9057
Rv2202c,adoK,0.002375031300419212,0.8783
Rv2956,,0.002675204613815081,0.9376
Rv0428c,,0.0027089937590325207,0.8437
Rv0780,purC,0.0036377280698072206,0.9645
Rv3224,,0.00465285445118853,0.9548
Rv0731c,,0.004802709586075849,0.9683
Rv0394c,,0.005744215564451945,0.8598
Rv3804c,fbpA,0.005805466818783957,0.8512
Rv2607,pdxH,0.0063295574245184755,0.7633
Rv1644,tsnR,0.006701813500578152,0.902
Rv0727c,fucA,0.006951329448986136,0.9017
Rv1957,,0.007351161925107162,0.8062
Rv2590,fadD9,0.007479020481026067,0.8531
Rv0868c,moaD2,0.007988537833381973,0.9396
Rv0491,regX3,0.008847299032359816,0.7139
Rv0155,pntAa,0.009284349294151211,0.9465
Rv1322A,,0.009309598698673748,0.893
Rv0757,phoP,0.011941875723011025,0.8762
Rv1364c,,0.011945153446734455,0.8246
Rv3793,embC,0.01250641303834461,0.8828
Rv2671,ribD,0.012786848329433107,0.8386
Rv2418c,,0.01313557929027699,0.5721
Rv2092c,helY,0.01359220060028443,0.8383
Rv2783c,gpsI,0.014397153973084064,0.8144
Rv2935,ppsE,0.015209430519099827,0.8886
Rv1538c,ansA,0.015503366893592684,0.943
Rv1475c,acn,0.015793839767065634,0.8796
Rv3436c,glmS,0.015914830706259542,0.8358
Rv1761c,,0.015963991091210813,0.819
Rv2717c,,0.017016072720531652,0.9308
Rv0645c,mmaA1,0.017259730085708427,0.7872
Rv0500A,,0.01790466356883902,0.7458
Rv2971,,0.018920263484727758,0.7926
Rv0685,tuf,0.019246339631582347,0.9977
Rv0324,,0.02001113129647919,0.8394
Rv1561,vapC11,0.020369700690793892,0.8675
Rv0954,,0.02120893976259724,0.9468
Rv0560c,,0.021821634770424606,0.7534
Rv3626c,,0.022030111539199138,0.9591
Rv0654,,0.02227258015838138,0.7725
Rv1292,argS,0.02238953747336102,0.9187
Rv0497,,0.022465188660673905,0.9105
Rv3488,,0.023073895120902403,0.8103
Rv0774c,,0.02420787281810565,0.6808
Rv0250c,,0.024478914227429417,0.9041
Rv0015c,pknA,0.025324148005505316,0.8792
Rv3814c,,0.025529142141784502,0.9673
Rv3610c,ftsH,0.025649385252718395,0.732
Rv0546c,,0.025847871521021623,0.8651
Rv1796,mycP5,0.026242380193849904,0.9219
Rv2363,amiA2,0.028100675313938974,0.9563
Rv1712,cmk,0.02810329820117106,0.7248
Rv1864c,,0.028293294175422798,0.9055
Rv0724,sppA,0.028938951569349686,0.7616
Rv2474c,,0.02918688341117757,0.7612
Rv2204c,,0.0309844817286278,0.8577
Rv0643c,mmaA3,0.03211354824541099,0.727
Rv0223c,,0.03213733411102727,0.7813
Rv2579,dhaA,0.03293542307700852,0.7367
Rv1458c,,0.03313861513629998,0.9575
Rv1023,eno,0.033195212926650765,0.9739
Rv0675,echA5,0.03333395987169155,0.738
Rv3261,fbiA,0.03344185973418981,0.7829
Rv1309,atpG,0.033724005710598345,0.8291
Rv0818,,0.03377452142827542,0.7327
Rv1820,ilvG,0.03478498383721607,0.829
Rv1032c,trcS,0.03502225830375587,0.8533
Rv1280c,oppA,0.03621339524623504,0.9187
Rv2178c,aroG,0.03647771765820014,0.7601
Rv1817,,0.036490330472496516,0.7675
Rv0732,secY,0.03662243105125096,0.9201
Rv2539c,aroK,0.03677439239410229,0.7045
Rv0482,murB,0.037347868609721814,0.8682
Rv3747,,0.042377099910952336,0.7142
Rv2528c,mrr,0.04405508047752478,0.7206
Rv1190,,0.04475825390541684,0.7135
Rv3393,iunH,0.04552509092450784,0.7058
Rv2121c,hisG,0.045544585806141104,0.6998
Rv2985,mutT1,0.04639006763284343,0.98
Rv3406,,0.046477673608452355,0.6016
Rv1210,tagA,0.047973193205963334,0.7322
Rv2927c,,0.04810553393625191,0.7135
Rv3028c,fixB,0.04841109006604708,0.8604
Rv0170,mce1B,0.048521196988051796,0.8287
Rv1407,fmu,0.04886200726229731,0.4523
Rv0410c,pknG,0.04889179143182955,0.8005
Rv3200c,,0.04915093837925426,0.8172
Rv0144,,0.04932618566741587,0.759
Rv1242,vapC33,0.05021460211085335,0.5985
Rv0365c,,0.05024446095400591,0.8801
Rv3419c,gcp,0.050569579440543355,0.717
Rv1822,pgsA2,0.051680528017297576,0.9938
Rv1597,,0.05179499326073647,0.6469
Rv0768,aldA,0.051856636400116736,0.6418
Rv3283,sseA,0.0534184680773599,0.8576
Rv1514c,,0.053523894052657305,0.7618
Rv2195,qcrA,0.05355986433054295,0.9333
Rv1595,nadB,0.05418851633529525,0.6677
Rv3886c,mycP2,0.05419637138957038,0.9312
Rv2946c,pks1,0.05512278255759039,0.6829
Rv0773c,ggtA,0.05534816766888777,0.7452
Rv0634A,,0.055513252790964904,0.9547
Rv2296,,0.056304101083977424,0.6805
Rv1611,trpC,0.05770848888533252,0.684
Rv0390,,0.05840981272189099,0.4865
Rv0412c,,0.05900050003503854,0.9366
Rv1708,,0.05943351761305015,0.6551
Rv0042c,,0.06005363376928666,0.8131
Rv0167,yrbE1A,0.06012525098433084,0.9618
Rv3307,deoD,0.06016233696799849,0.6558
Rv0041,leuS,0.06075264449106879,0.6838
Rv1379,pyrR,0.06097387873780459,0.9664
Rv0498,,0.0615062736833408,0.7526
Rv1223,htrA,0.0615187198836635,0.8796
Rv3052c,nrdI,0.06157761817955512,0.6266
Rv2987c,leuD,0.062118444430338,0.6502
Rv3854c,ethA,0.062285765564984365,0.6443
Rv1821,secA2,0.06295666912129247,0.6265
Rv3805c,aftB,0.06395077669167512,0.9335
Rv3596c,clpC1,0.06416033145535721,0.6119
Rv0708,rplP,0.06421521491712145,0.9521
Rv2074,,0.06427600490333839,0.6368
Rv2555c,alaS,0.06438394813050989,0.6993
Rv3516,echA19,0.06457849729297577,0.8121
Rv2939,papA5,0.06569420467907762,0.7186
Rv3041c,,0.06610609961069833,0.6731
Rv0474,,0.06617019158701622,0.7067
Rv1808,PPE32,0.06626547755660948,0.6683
Rv0473,,0.0669155618556283,0.8543
Rv0770,,0.06852850738133758,0.7693
Rv2766c,,0.0695467450304106,0.6331
Rv0180c,,0.06965243790986933,0.8977
Rv0537c,,0.0698391277130292,0.7707
Rv3603c,,0.06994616344158713,0.6966
Rv0262c,aac,0.06997619006929087,0.6216
Rv3389c,htdY,0.07035361039798506,0.8765
Rv1207,folP2,0.0707705699919696,0.6257
Rv3883c,mycP1,0.07105236395786645,0.6422
Rv3015c,,0.07149393148804904,1.0
Rv2902c,rnhB,0.07231624706933004,0.8365
Rv2948c,fadD22,0.07469985260600387,0.7268
Rv3438,,0.07474502373650957,0.9587
Rv3869,eccB1,0.07554384415309215,0.8628
Rv2785c,rpsO,0.07650815753875716,0.6232
Rv3193c,,0.07661807172205198,0.7257
Rv1835c,,0.07881674543559553,0.7044
Rv2260,,0.07918749037611156,0.6157
Rv1773c,,0.08064855896134222,0.9261
Rv1828,,0.08067104317571006,0.6721
Rv0295c,,0.08085643577162818,0.6147
Rv0439c,,0.08133937666357191,0.6242
Rv2226,,0.08232446237446403,0.5459
Rv0740,,0.08239525651199223,0.7068
Rv2701c,suhB,0.08244430200528959,0.5977
Rv2904c,rplS,0.08288636395347214,0.8126
Rv1993c,,0.0829186465918585,0.5201
Rv0989c,grcC2,0.08338341493224476,0.4887
Rv0859,,0.08393994739862382,0.8083
Rv0176,,0.08404039430713776,0.7389
Rv0143c,,0.08482034667275849,0.9089
Rv1257c,,0.08561815007304023,0.779
Rv2923c,,0.0856221769075031,0.6919
Rv0831c,,0.08588681450463154,0.6188
Rv0244c,fadE5,0.08671138668875163,0.8048
Rv0426c,,0.08681391831442384,0.9381
Rv3273,,0.08726140660921178,0.6907
Rv0500,proC,0.08933168923070263,0.6537
Rv0811c,,0.0896539096675557,0.8235
Rv0844c,narL,0.0898911000429166,0.6092
Rv1428c,,0.08991850448347871,0.7491
Rv3916c,,0.09018432155463504,0.5015
Rv0640,rplK,0.09021623107819368,0.5863
Rv0389,purT,0.0908806794454041,0.5362
Rv1568,bioA,0.09125073195665608,0.6329
Rv3205c,,0.09157774279579166,0.6602
Rv2781c,,0.09207127761279293,0.6175
Rv2748c,ftsK,0.09215557357462906,0.721
Rv2732c,,0.09393653103143926,0.704
Rv2889c,tsf,0.09462919239238503,0.5751
Rv3362c,,0.09725769486403518,0.59
Rv2188c,pimB,0.09742871335198267,0.717
Rv1410c,,0.0976759363910235,0.7008
Rv1896c,,0.097681297259706,0.56
Rv1871c,,0.09802815508470925,0.5952
Rv3817,,0.09885045545855672,0.5501
Rv0706,rplV,0.0996412349602737,0.5683
Rv0911,,0.09971239514401399,0.5733
Rv3843c,,0.10022091513803799,0.907
Rv0932c,pstS2,0.10027107422928076,0.8594
Rv2336,,0.10037324575048752,0.8136
Rv3010c,pfkA,0.10041053836362383,0.7139
Rv3197,,0.10059997617481768,0.7755
Rv2042c,,0.1018359079938684,0.668
Rv3842c,glpQ1,0.10293662910168698,0.6679
Rv2572c,aspS,0.10430283335007474,0.4529
Rv1797,eccE5,0.10440586880010315,0.7345
Rv3774,echA21,0.10449312910292666,0.5731
Rv3081,,0.10679830578509626,0.1475
Rv1823,,0.1071266355255804,0.6292
Rv0472c,,0.10808258744954116,0.6563
Rv2413c,,0.1087045316960796,0.4966
Rv0330c,,0.10870509500859318,0.5933
Rv3218,,0.10876235022583508,0.4901
Rv0479c,,0.10887527518582521,0.8283
Rv3415c,,0.10931241671021197,0.5722
Rv3566c,nat,0.10949693142743643,0.6371
Rv0719,rplF,0.10965949001735882,0.7382
Rv2593c,ruvA,0.11045022927785388,0.7076
Rv3029c,fixA,0.11109558714192219,0.5122
Rv2861c,mapB,0.1111805191785869,0.5117
Rv3418c,groES,0.11223975089389517,0.5095
Rv3627c,,0.11239080114511724,0.6604
Rv2691,ceoB,0.11432076401799258,0.5899
Rv2680,,0.11520363277897441,0.5279
Rv1719,,0.11528509254831348,0.5585
Rv1497,lipL,0.11531936269072526,0.5924
Rv2582,ppiB,0.11540846021395341,0.8467
Rv0558,menH,0.11544734402551612,0.6921
Rv2750,,0.11568071386201978,0.5305
Rv2692,ceoC,0.11605821196906443,0.5594
Rv1613,trpA,0.11631472489485901,0.5361
Rv3695,,0.11689074286036856,0.8547
Rv2721c,,0.11890936184311444,0.8088
Rv3782,glfT1,0.11896225142154604,0.6373
Rv3563,fadE32,0.11943563947294251,0.4113
Rv2118c,,0.11977670523105508,0.5589
Rv2360c,,0.12025638960957992,0.6495
Rv3715c,recR,0.12103868511708181,0.5884
Rv2966c,,0.12452267296551424,0.5311
Rv1289,,0.12465475722087449,0.5525
Rv1100,,0.12470376408464386,0.5038
Rv3099c,,0.12472046830879917,0.5461
Rv3161c,,0.12571688329539957,0.6583
Rv0512,hemB,0.12581999414087572,0.4551
Rv0007,,0.12626592973396025,0.7887
Rv0934,pstS1,0.12698517303322593,0.5595
Rv0715,rplX,0.12719980350824933,0.6147
Rv1392,metK,0.12781443283287902,0.4373
Rv0452,,0.1278309198467386,0.8164
Rv1467c,fadE15,0.12830098807639714,0.3618
Rv2130c,mshC,0.1292809081871809,0.7374
Rv3356c,folD,0.1295707771146906,0.4151
Rv0175,,0.13040306959757683,0.6933
Rv3520c,,0.13071300368983993,0.7029
Rv1006,,0.1310181173277237,0.6815
Rv0972c,fadE12,0.13137351764403649,0.8777
Rv1177,fdxC,0.13159184344838962,0.5535
Rv0459,,0.13210792159001974,0.5395
Rv1488,,0.1326799398464373,0.6067
Rv3703c,etgB,0.13287102695868966,0.5249
Rv3877,eccD1,0.13357393380633473,0.7365
Rv0126,treS,0.1339750214848371,0.4111
Rv3282,,0.1349232669420547,0.5406
Rv2679,echA15,0.13530147946468143,0.326
Rv3055,,0.13608902772449116,0.6467
Rv1350,fabG2,0.13638775543031953,0.6003
Rv3870,eccCa1,0.13686760467959694,0.7619
Rv3777,,0.13723300321219492,0.5429
Rv0317c,glpQ2,0.1373459114362149,0.6237
Rv2307c,,0.13735303526252488,0.5464
Rv3634c,galE1,0.13766079766205175,0.436
Rv1388,mihF,0.1380910626217271,0.7767
Rv0880,,0.1383888584706287,0.6513
Rv1061,,0.13913087573056757,0.492
Rv0411c,glnH,0.13933539032871625,0.6032
Rv0718,rpsH,0.14132395446489016,0.5395
Rv0437c,psd,0.1416123015118544,0.7175
Rv2375,,0.14175297648442947,0.559
Rv0933,pstB,0.14252640713454248,0.5814
Rv1311,atpC,0.1429458354186626,0.5366
Rv3645,,0.14467038750663105,0.5536
Rv1298,rpmE,0.14512733710215836,0.6377
Rv1316c,ogt,0.14529668940804089,0.5288
Rv0483,lprQ,0.14571722469104126,0.5835
Rv3285,accA3,0.1459209205378127,0.3623
Rv1222,rseA,0.1466795861407175,0.723
Rv0684,fusA1,0.14669013284934224,0.3978
Rv0840c,pip,0.1467614205537281,0.5653
Rv1783,eccC5,0.1469285912193047,0.5424
Rv0819,mshD,0.14760936757272605,0.4693
Rv1270c,lprA,0.14801635211274206,0.8591
Rv3071,,0.15023214244375996,0.617
Rv3582c,ispD,0.15059893612549993,0.4859
Rv0953c,,0.15083538913998706,0.4881
Rv0072,,0.1509822331969332,0.7355
Rv3311,,0.15101140457010964,0.4052
Rv2403c,lppR,0.1514924306756231,0.6075
Rv1865c,,0.1515112949584575,0.5159
Rv1605,hisF,0.15232438115242342,0.4541
Rv2117,,0.15263731012476184,0.5233
Rv0956,purN,0.1534278853688494,0.5167
Rv3485c,,0.1537511579416765,0.4375
Rv1618,tesB1,0.15388136756120935,0.7619
Rv1742,,0.15503132432952016,0.5098
Rv1126c,,0.15533052072180756,0.5075
Rv0222,echA1,0.1567047112763286,0.464
Rv0903c,prrA,0.15909749578982188,0.5592
Rv3309c,upp,0.15962364670663345,0.5166
Rv1026,,0.1605679514371346,0.593
Rv0020c,fhaA,0.16061490660873298,0.4569
Rv1082,mca,0.1612248180027673,0.4456
Rv1614,lgt,0.16155571683055686,0.6715
Rv2229c,,0.1620384044867778,0.521
Rv3214,gpm2,0.16237001648428848,0.5176
Rv0290,eccD3,0.16349284207414905,0.6183
Rv2238c,ahpE,0.1636240764928049,0.5244
Rv3002c,ilvN,0.16382940132128526,0.5527
Rv2215,dlaT,0.16415419374199225,0.34
Rv1830,,0.16449563371319814,0.5105
Rv2851c,,0.1669416475784876,0.9551
Rv3265c,wbbL1,0.1672079286076376,0.4678
Rv1688,mpg,0.1672699529027388,0.5662
Rv2901c,,0.16787078282127674,0.5454
Rv0713,,0.16833593398557345,0.7367
Rv1385,pyrF,0.1690829420155252,0.5017
Rv1825,,0.16934390653859602,0.6819
Rv2409c,,0.17065921205342457,0.2884
Rv1455,,0.17138218892488138,0.2602
Rv3807c,,0.1717890757777311,0.5347
Rv3921c,,0.1726344860331571,0.6701
Rv3366,spoU,0.17266959316646402,0.3547
Rv1463,,0.17301858427635047,0.4723
Rv2540c,aroF,0.1734317852358806,0.5621
Rv1544,,0.1735370320521811,0.4633
Rv1534,,0.1748756354236033,0.7517
Rv2718c,nrdR,0.17541747528319207,0.4868
Rv0059,,0.17643074338686743,0.7308
Rv0356c,,0.17685445825726512,0.4489
Rv0759c,,0.17705718826503009,0.4901
Rv0794c,,0.17732302212518183,0.2673
Rv0952,sucD,0.17817387193554166,0.3663
Rv3647c,,0.17836677532897385,0.4035
Rv1576c,,0.17928952698506,0.1799
Rv0013,trpG,0.17945319629463197,0.4729
Rv0350,dnaK,0.18032390671138018,0.3236
Rv0751c,mmsB,0.18071581102308837,0.407
Rv0183,,0.18079561543596911,0.4564
Rv1122,gnd2,0.18165465971293207,0.4124
Rv1362c,,0.1818508768515632,0.6843
Rv3404c,,0.18232078497805548,0.4702
Rv2895c,viuB,0.18248908440960887,0.3583
Rv3043c,ctaD,0.18333577738741913,0.7198
Rv1345,mbtM,0.18352730899146302,0.3792
Rv0044c,,0.1843060138593486,0.4333
Rv3141,fadB4,0.18469866593585268,0.3027
Rv2605c,tesB2,0.18499906687671402,0.4165
Rv1527c,pks5,0.18599455930902575,0.2986
Rv1700,,0.18608332423829918,0.5511
Rv0602c,tcrA,0.18639304382070918,0.8583
Rv1602,hisH,0.18784459403761572,0.432
Rv3460c,rpsM,0.18797330893350875,0.4959
Rv3849,espR,0.18826950061086548,0.4729
Rv0487,,0.18829716704917093,0.4817
Rv3794,embA,0.1883935377322068,0.5069
Rv3246c,mtrA,0.1892660076494335,0.3902
Rv3754,tyrA,0.18947449081784085,0.3842
Rv3061c,fadE22,0.18992112295720526,0.2058
Rv2264c,,0.19025497905105793,0.7337
Rv1088a,,0.19025497905105793,0.7337
Rv3090,,0.19082545058849373,0.701
Rv1498c,,0.1921745538285603,0.5337
Rv2952,,0.19453081242182524,0.3285
Rv2574,,0.19477238826826765,0.4515
Rv2521,bcp,0.19578575769270606,0.4594
Rv1703c,,0.19618011873946997,0.5002
Rv3676,crp,0.19666584608626364,0.437
Rv1996,,0.19698369924493256,0.3539
Rv3442c,rpsI,0.1970920987493684,0.4978
Rv2754c,thyX,0.19709862520980645,0.3969
Rv0158,,0.19725015286584796,0.4662
Rv2313c,,0.1985333798025865,0.4679
Rv1406,fmt,0.1989059486167744,0.31
Rv1507c,,0.20029517538086364,0.4039
Rv3405c,,0.20037153438337213,0.7566
Rv0583c,lpqN,0.20189178240839445,0.6309
Rv0730,,0.20205448472479928,0.337
Rv0240,vapC24,0.20296547733146414,0.1795
Rv2327,,0.2037806221606503,0.4698
Rv0535,,0.2039616832974374,0.4066
Rv1509,,0.20421651707268548,0.8278
Rv0494,,0.2047747274156872,0.6244
Rv0720,rplR,0.20519423520379915,0.4544
Rv2511,orn,0.20527510427290468,0.3808
Rv0206c,mmpL3,0.20532347682682506,0.5968
Rv3295,,0.20553982456453682,0.5488
Rv3617,ephA,0.20563613103898187,0.442
Rv1013,pks16,0.20581500445139037,0.2454
Rv1118c,,0.20687711351971405,0.5389
Rv1338,murI,0.20696889237236823,0.4235
Rv1819c,bacA,0.20720653847709178,0.5495
Rv1505c,,0.2083936905427618,0.5944
Rv2498c,citE,0.20848008411072275,0.3722
Rv3882c,eccE1,0.2085561032448678,0.6481
Rv0444c,rskA,0.2087954071256192,0.7195
Rv1637c,,0.20901133991980725,0.3913
Rv3154,nuoJ,0.20907698300723868,0.7348
Rv1570,bioD,0.2105106216370877,0.4456
Rv0525,,0.21100049172778215,0.4354
Rv0705,rpsS,0.21111482186987296,0.4829
Rv0860,fadB,0.2116188421753962,0.291
Rv2134c,,0.21230948776845124,0.4308
Rv1436,gap,0.21318348195988154,0.3527
Rv0360c,,0.21535963509689088,0.451
Rv2587c,secD,0.2156575488372408,0.4875
Rv2726c,dapF,0.216282722496681,0.3447
Rv2831,echA16,0.21678071177936492,0.2649
Rv0154c,fadE2,0.2172932395878634,0.4258
Rv3006,lppZ,0.2174732077727509,0.529
Rv0634c,,0.21755861768703388,0.3681
Rv2964,purU,0.21768454108220195,0.1312
Rv2873,mpt83,0.2177088290214815,0.5748
Rv0899,arfA,0.21794418302900112,0.4561
Rv2773c,dapB,0.2184312055746467,0.3204
Rv1421,,0.2191940416165,0.3952
Rv2421c,nadD,0.21953678460854548,0.515
Rv0177,,0.21988196705379484,0.5633
Rv3894c,eccC2,0.22124013745934648,0.5487
Rv2142c,parE2,0.22146139480442673,0.1244
Rv0141c,,0.2219073725267428,0.4587
Rv0088,,0.22425395048129645,0.4761
Rv3559c,,0.22561122945374712,0.7387
Rv0966c,,0.22660175831169388,0.8827
Rv2711,ideR,0.22690818050198108,0.353
Rv2050,,0.22778472944066558,0.5241
Rv3618,,0.22779311718343376,0.5557
Rv1513,,0.22855895719859234,0.338
Rv0211,pckA,0.228598762647142,0.233
Rv0510,hemC,0.22872988038756945,0.1431
Rv1156,,0.22886719160909025,0.3901
Rv0129c,fbpC,0.22889190817100857,0.3947
Rv0091,mtn,0.23022497582655907,0.4232
Rv1962c,vapC35,0.2309890419187881,0.4534
Rv2224c,caeA,0.2310245799430436,0.5085
Rv0137c,msrA,0.23121543061580813,0.3574
Rv1725c,,0.2325279092977684,0.4249
Rv0308,,0.23391412670366246,0.4805
Rv0813c,,0.2347418337979631,0.3277
Rv0036c,,0.2348865324090316,0.4116
Rv2788,sirR,0.2351630910297711,0.3657
Rv2955c,,0.23550076543744672,0.3569
Rv0313,,0.23584052959319568,0.2814
Rv2068c,blaC,0.2361026308945458,0.5813
Rv3322c,,0.23703402586375824,0.3
Rv0196,,0.23741683973722738,0.3439
Rv0303,,0.23807841183391976,0.3538
Rv2676c,,0.23837729200481508,0.4011
Rv2622,,0.23840616189544112,0.1848
Rv1443c,,0.2389658488988518,0.4017
Rv0123,,0.23918986887949173,0.8835
Rv0958,,0.2397195497502681,0.3502
Rv0457c,,0.2397451328835861,0.2149
Rv2965c,kdtB,0.24031753322738458,0.4097
Rv1389,gmk,0.24034683992559322,0.3395
Rv0043c,,0.2405388860786795,0.8796
Rv1296,thrB,0.2407170827584886,0.297
Rv2060,,0.24085337694338452,0.5193
Rv2563,,0.24085337694338452,0.5193
Rv1424c,,0.2411364964494062,0.2523
Rv3852,hns,0.2422199496129507,0.7514
Rv2504c,scoA,0.24432270715950627,0.3651
Rv3767c,,0.24444529972987084,0.2612
Rv0148,,0.24607014357977366,0.3312
Rv3519,,0.2462383589240211,0.3198
Rv2906c,trmD,0.24631806237025644,0.3521
Rv2135c,,0.24820975839036774,0.3607
Rv0422c,thiD,0.25064199489495653,0.5354
Rv3791,dprE2,0.2514922592354819,0.4252
Rv0701,rplC,0.25220024337941455,0.266
Rv2140c,TB18.6,0.252204267298013,0.4013
Rv0907,,0.25222227067439185,0.3213
Rv0765c,,0.25255205621955706,0.7196
Rv0380c,,0.2530140254186288,0.2157
Rv3319,sdhB,0.2534748691884572,0.5527
Rv3837c,,0.25419641622838446,0.2693
Rv0712,,0.2546896815985015,0.1386
Rv0709,rpmC,0.2546976358921753,0.1238
Rv2200c,ctaC,0.2550176443067982,0.4828
Rv1882c,,0.25578134780277895,0.6533
Rv2604c,snoP,0.257780570045341,0.3087
Rv0788,purQ,0.25854799321174987,0.3501
Rv2976c,ung,0.25955675158307356,0.3299
Rv3518c,cyp142,0.2598067740995237,0.229
Rv3591c,,0.2603079682067585,0.324
Rv2019,,0.2603193597977117,0.4711
Rv0469,umaA,0.2608910678664218,0.3109
Rv1015c,rplY,0.26263589701957457,0.3568
Rv2893,,0.26268077642285326,0.273
Rv1170,mshB,0.2642854685105665,0.2736
Rv3795,embB,0.2644443170086347,0.4074
Rv1698,mctB,0.26547164379176813,0.5792
Rv0247c,,0.26573933459970167,0.4144
Rv3609c,folE,0.2658405604443211,0.3556
Rv1732c,,0.26646169393604247,0.3545
Rv1188,,0.26657174338062944,0.9846
Rv3592,,0.26707289892037256,0.3543
Rv3034c,,0.26742756972551895,0.4498
Rv2672,,0.26833127891655556,0.4708
Rv3873,PPE68,0.26867001641412236,0.4117
Rv3100c,smpB,0.26888964760603923,0.2041
Rv0908,ctpE,0.2699333813750807,0.6056
Rv2103c,vapC37,0.2706961320697985,0.4766
Rv2934,ppsD,0.2709519396964097,0.5314
Rv0328,,0.27202393585965334,0.2615
Rv1489,,0.2724511195957293,0.5069
Rv1782,eccB5,0.27442823948901207,0.3562
Rv0646c,lipG,0.27525892737784013,0.1832
Rv3855,ethR,0.2759140425923107,0.403
Rv1836c,,0.2765704863782186,0.4804
Rv1596,nadC,0.27815504274596886,0.196
Rv2855,mtr,0.2793865924148683,0.1797
Rv2109c,prcA,0.28005739575637906,0.1004
Rv0480c,,0.28071634000763596,0.2472
Rv0054,ssb,0.2808531014144226,0.0049
Rv1833c,,0.2809429770816312,0.3158
Rv3816c,,0.2815102344266253,0.3207
Rv2525c,,0.2821983921728475,0.2577
Rv0334,rmlA,0.28260134593505415,0.3138
Rv1340,rphA,0.28279778638927505,0.1939
Rv1339,,0.28305154038305713,0.1823
Rv1626,,0.28357320111557044,0.3449
Rv1111c,,0.284598155846082,0.6068
Rv1919c,,0.2850667546070264,0.3837
Rv3267,,0.2854162368525459,0.1901
Rv3030,,0.28548534232285516,0.2067
Rv0135c,,0.2857727093407917,0.3692
Rv0178,,0.2862015561802906,0.4371
Rv2381c,mbtD,0.28694975444026016,0.3772
Rv3320c,vapC44,0.28714656855352794,0.316
Rv2417c,,0.28746106071528393,0.33
Rv2575,,0.28801297928924774,0.618
Rv0927c,,0.28832228143563643,0.305
Rv0992c,,0.28846240504855014,0.331
Rv2119,,0.28915786382323894,0.3805
Rv3698,,0.28994266936657437,0.6054
Rv0153c,ptbB,0.2909690594770349,0.2244
Rv0651,rplJ,0.291023069503873,0.3186
Rv2928,tesA,0.2911555922013092,0.3017
Rv2763c,dfrA,0.29118687621100425,0.2969
Rv2005c,,0.29182052679333526,0.2581
Rv0266c,oplA,0.29238583488996134,0.1669
Rv3098A,,0.29238583488996134,0.1669
Rv3248c,sahH,0.2926492025093579,0.0617
Rv0871,cspB,0.29406696145145883,0.3465
Rv0282,eccA3,0.2940706745470807,0.0853
Rv3536c,hsaE,0.29418245567345286,0.2402
Rv0523c,,0.2946835164346751,0.3725
Rv3291c,lrpA,0.2951342713421937,0.4927
Rv3102c,ftsE,0.29615398779928237,0.5461
Rv1276c,,0.29642216104026226,0.3417
Rv0319,pcp,0.2965905564670608,0.3461
Rv3390,lpqD,0.2973114180411066,0.5866
Rv1852,ureG,0.2974677084902819,0.2892
Rv0798c,cfp29,0.2983859010200208,0.071
Rv0450c,mmpL4,0.29865143784906256,0.4569
Rv1437,pgk,0.2999529133785225,0.1136
Rv3459c,rpsK,0.30013048393870434,0.4202
Rv3493c,,0.3008385370150747,0.762
Rv0702,rplD,0.30087983050007067,0.2862
Rv2942,mmpL7,0.30302617299741963,0.4605
Rv2702,ppgK,0.3036932428647218,0.638
Rv0674,,0.3042008301770156,0.505
Rv2552c,aroE,0.30535567884636317,0.2387
Rv2366c,,0.3058061833917233,0.7358
Rv1144,,0.306202002120131,0.2362
Rv0641,rplA,0.3064475260599645,0.1246
Rv0716,rplE,0.3068473864423284,0.281
Rv3813c,,0.30857801677533175,0.503
Rv2131c,cysQ,0.3086525007188464,0.2015
Rv2384,mbtA,0.30930739479527586,0.1343
Rv0333,,0.3093789994378924,0.338
Rv2603c,,0.3095372438393549,0.1501
Rv1795,eccD5,0.3108286086026326,0.2484
Rv2219,,0.313735328480886,0.3944
Rv2925c,rnc,0.3149512058321229,0.338
Rv0283,eccB3,0.31637061195970495,0.3468
Rv0019c,fhaB,0.31646602374324767,0.4526
Rv0723,rplO,0.31717782988307947,0.2803
Rv0991c,,0.3179292834213013,0.2556
Rv3806c,ubiA,0.3181557701899087,0.5061
Rv2536,,0.318821356594236,0.2308
Rv1070c,echA8,0.3192811060401056,0.2059
Rv2697c,dut,0.3194221373723505,0.3596
Rv0554,bpoC,0.3196901285573118,0.2623
Rv2091c,,0.32005135887677955,0.3526
Rv3304,,0.32026554673964075,0.2031
Rv2046,lppI,0.3204617782526937,0.3182
Rv1019,,0.32345201602750306,0.3177
Rv0294,tam,0.32368626188514443,0.1652
Rv3210c,,0.3242004468903289,0.2327
Rv1483,fabG1,0.32459192920567637,0.1879
Rv3606c,folK,0.32644895603994917,0.1335
Rv1932,tpx,0.3267422500522196,0.3254
Rv0821c,phoY2,0.3267640704702686,0.2937
