Locus tag,Locus,log_fc,pvalue
Rv0563,htpX,0.23904871660101668,0.4978
Rv3759c,proX,0.24032540472711547,0.3979
Rv2403c,lppR,0.24042090173952163,0.5608
Rv2533c,nusB,0.2413333790845894,0.2581
Rv1603,hisA,0.2432187878221256,0.3269
Rv0817c,,0.24375340350017086,0.3594
Rv1006,,0.24480974402028183,0.4572
Rv0830,,0.245653088439189,0.2434
Rv0020c,fhaA,0.24588537786161316,0.3115
Rv2536,,0.24624947090473634,0.4056
Rv1165,typA,0.24647212452076636,0.2295
Rv0907,,0.24651451363016655,0.4095
Rv0054,ssb,0.24655068237011896,0.0122
Rv1122,gnd2,0.24693574367523466,0.3234
Rv0154c,fadE2,0.25076632204410293,0.4251
Rv1488,,0.25311418995256074,0.3657
Rv0126,treS,0.253666908622681,0.1345
Rv3618,,0.2540738208562782,0.5668
Rv0934,pstS1,0.25437096563347805,0.2894
Rv0338c,,0.2559883158027332,0.6184
Rv3095,,0.2560397667659649,0.1025
Rv2606c,snzP,0.2573518535872851,0.1368
Rv0539,,0.2584411562061501,0.5442
Rv0678,,0.2585897035318634,0.2017
Rv2740,ephG,0.2590761739458766,0.5171
Rv0478,deoC,0.2597309245288092,0.2324
Rv3870,eccCa1,0.2598095426475684,0.5596
Rv1390,rpoZ,0.26185653527641806,0.5001
Rv2614A,,0.2631104425925581,0.0113
Rv1438,tpi,0.2631104425925581,0.0113
Rv2460c,clpP2,0.2648519828700448,0.4394
Rv0798c,cfp29,0.2685432499526886,0.1445
Rv3443c,rplM,0.2688372504642953,0.4893
Rv1170,mshB,0.27275240504318965,0.3389
Rv2582,ppiB,0.27300096774860655,0.5994
Rv1220c,,0.27393927799277457,0.1708
Rv3583c,,0.2740584166703847,0.1807
Rv3193c,,0.27415230642231525,0.3288
Rv2232,ptkA,0.2751627921167524,0.1697
Rv0687,,0.27694207222270745,0.1604
Rv1155,,0.2778988678132423,0.0854
Rv3584,lpqE,0.2783060397669843,0.516
Rv2946c,pks1,0.27871924597659015,0.3052
Rv3100c,smpB,0.27957217796607137,0.2526
Rv0981,mprA,0.28055565002689337,0.3683
Rv1278,,0.2807586165523112,0.0826
Rv3368c,,0.28259063425281084,0.3184
Rv2149c,yfiH,0.2828678356373803,0.1574
Rv1404,,0.28449473142225773,0.1519
Rv2148c,,0.2850744760259077,0.2562
Rv1275,lprC,0.2860779165160807,0.5332
Rv2675c,,0.2860903318308985,0.0259
Rv3717,,0.28627742174599174,0.5391
Rv1281c,oppD,0.2863714104649474,0.4874
Rv3793,embC,0.28733205347875534,0.4463
Rv0510,hemC,0.2877665125799672,0.1051
Rv1345,mbtM,0.28795304206457567,0.2053
Rv1797,eccE5,0.28835410185318405,0.3883
Rv3645,,0.2891947633054755,0.3092
Rv1566c,,0.289865475573334,0.3251
Rv2695,,0.2909699998657105,0.0265
Rv0350,dnaK,0.2918856886658275,0.1432
Rv3285,accA3,0.2924326493462234,0.0762
Rv3544c,fadE28,0.29401447425406807,0.1672
Rv1013,pks16,0.2952212405438711,0.1442
Rv3278c,,0.29615521522470845,0.5279
Rv0464c,,0.2969485841672404,0.3261
Rv3203,lipV,0.2975887323047252,0.1524
Rv2922A,acyP,0.3001995160048999,0.0472
Rv1598c,,0.30100437285683207,0.2094
Rv1166,lpqW,0.3020238997195271,0.578
Rv3588c,canB,0.30546640466747815,0.1342
Rv3866,espG1,0.30610088851007594,0.4677
Rv3607c,folB,0.30790158403952855,0.0321
Rv3061c,fadE22,0.30946510784268083,0.0324
Rv3493c,,0.30949572354047133,0.7838
Rv2215,dlaT,0.3104072793440112,0.0637
Rv0794c,,0.3106683529337775,0.044
Rv0960,vapC9,0.3120011001122891,0.7119
Rv3456c,rplQ,0.3127316981780738,0.4629
Rv3006,lppZ,0.3127691987870912,0.4107
Rv3518c,cyp142,0.31310797922328504,0.21
Rv2054,,0.3144940636981915,0.2738
Rv0421c,,0.31476287239944656,0.08
Rv3050c,,0.314934891466396,0.1373
Rv3882c,eccE1,0.3158280756313144,0.5162
Rv1677,dsbF,0.31597647922807426,0.9302
Rv2295,,0.3160329732191016,0.3914
Rv0351,grpE,0.3177324714381866,0.1303
Rv0051,,0.3183233532522172,0.3651
Rv1687c,,0.32052338448349754,0.3441
Rv2114,,0.32122697516122095,0.0181
Rv0229c,,0.32132719048197617,0.3628
Rv2959c,,0.32165515495622093,0.3511
Rv0769,,0.3247608943581943,0.1257
Rv1341,,0.32498729564293216,0.0435
Rv2603c,,0.3257302506682206,0.1954
Rv0363c,fba,0.3267953065978931,0.0361
Rv2119,,0.32743421968656694,0.2424
Rv1436,gap,0.3277464519280692,0.1918
Rv1159A,,0.3289956412424839,0.0854
Rv0684,fusA1,0.32911909058002925,0.0441
Rv1596,nadC,0.3294377393764523,0.1868
Rv0958,,0.32984216127950267,0.2569
Rv0686,,0.3299291674689614,0.3703
Rv1527c,pks5,0.33133911786995135,0.0797
Rv0249c,,0.33164723994890727,0.5126
Rv1016c,lpqT,0.33479133447357573,0.3627
Rv2948c,fadD22,0.3374319129745169,0.3278
Rv0733,adk,0.33894307115115285,0.1588
Rv0860,fadB,0.33916537188511847,0.1056
Rv2990c,,0.3398295979113856,0.0048
Rv0604,lpqO,0.3415451266598948,0.6965
Rv2721c,,0.3415560996665548,0.4637
Rv1608c,bcpB,0.34426312528268527,0.1177
Rv2969c,,0.34444206831257995,0.3801
Rv1471,trxB1,0.344737977795446,0.1531
Rv2196,qcrB,0.3449912331666658,0.326
Rv0207c,,0.3452760215638418,0.1356
Rv2384,mbtA,0.3457731866357671,0.1533
Rv3779,,0.34696267593977764,0.2252
Rv0382c,pyrE,0.34724309167394335,0.3986
Rv2728c,,0.347350666672154,0.0109
Rv0048c,,0.34806667783750667,0.4017
Rv0866,moaE2,0.34884242198823634,0.3451
Rv2765,,0.3490292505937065,0.0434
Rv3763,lpqH,0.3497752349692987,0.6847
Rv3248c,sahH,0.3499206535097139,0.05
Rv0540,,0.35182814639937715,0.0965
Rv0905,echA6,0.3518315948962269,0.1184
Rv2176,pknL,0.3527749351259856,0.3415
Rv1628c,,0.3529062478049097,0.1196
Rv3547,ddn,0.35309694121486185,0.1664
Rv3093c,,0.3531339398267502,0.3119
Rv2200c,ctaC,0.3540198021820494,0.3832
Rv3713,cobQ2,0.3540386668169219,0.6079
Rv0211,pckA,0.3541885489784792,0.0781
Rv1377c,,0.3557599240454131,0.1264
Rv3273,,0.35695805072049647,0.2231
Rv1437,pgk,0.3581460974874123,0.1017
Rv0307c,,0.3591120223584309,0.3362
Rv3267,,0.3600040264951738,0.1533
Rv3043c,ctaD,0.36047979130722324,0.5006
Rv1465,,0.36132667408316405,0.1673
Rv2831,echA16,0.362538180760178,0.0711
Rv0580c,,0.36309659670168704,0.1226
Rv0290,eccD3,0.36390066723953973,0.3518
Rv3662c,,0.364956151008872,0.0594
Rv1347c,mbtK,0.36539810851179705,0.1588
Rv2171,lppM,0.36553637809185746,0.8077
Rv0200,,0.3660437903847576,0.668
Rv2672,,0.37028689142967725,0.3727
Rv1989c,,0.37207284626179293,0.3696
Rv1445c,devB,0.37207865631802034,0.0348
Rv2358,smtB,0.3730167611525621,0.2682
Rv0513,,0.3741852924963717,0.4047
Rv1479,moxR1,0.3758076408454023,0.142
Rv2203,,0.3764116002060612,0.4372
Rv3781,rfbE,0.37677037128114005,0.1485
Rv3716c,,0.3775193298838834,0.3133
Rv0417,thiG,0.37804832890887324,0.0475
Rv1914c,,0.3781560099024951,0.2322
Rv1283c,oppB,0.3789280590150083,0.4499
Rv3243c,,0.3790856251115005,0.3503
Rv2185c,TB16.3,0.3791461830065982,0.1038
Rv2855,mtr,0.38059269045342087,0.1024
Rv1448c,tal,0.3807831338609228,0.1328
Rv3066,,0.38317669147099404,0.0761
Rv3873,PPE68,0.38365923966661053,0.2912
Rv1614,lgt,0.38525271681793766,0.3753
Rv1819c,bacA,0.38666140764270424,0.3193
Rv2840c,,0.38899309733910575,0.5029
Rv3773c,,0.3891119193271185,0.2428
Rv2046,lppI,0.3902152584826387,0.3173
Rv0282,eccA3,0.39179139977861577,0.034
Rv1826,gcvH,0.39338338518926896,0.3344
Rv2882c,frr,0.39345423117506195,0.103
Rv3311,,0.3936597952548307,0.0099
Rv2790c,ltp1,0.39579944311199994,0.2123
Rv2224c,caeA,0.3972612651905176,0.3058
Rv0206c,mmpL3,0.3972657312625571,0.355
Rv0445c,sigK,0.3973709325446374,0.4934
Rv2939,papA5,0.3974944319947877,0.189
Rv1261c,,0.3999606929058796,0.2373
Rv2061c,,0.4011987810206439,0.19
Rv1783,eccC5,0.405402193606729,0.1548
Rv0984,moaB2,0.4054998742758672,0.0157
Rv3101c,ftsX,0.40634496777217766,0.5554
Rv1846c,blaI,0.40694691805720307,0.2618
Rv1192,,0.4079930565512202,0.0226
Rv1782,eccB5,0.4091211354246722,0.2171
Rv1843c,guaB1,0.4118698242265399,0.0607
Rv1856c,,0.41262884977588016,0.115
Rv3794,embA,0.4137293459703969,0.2358
Rv3247c,tmk,0.41514196934671593,0.0559
Rv0457c,,0.41560350565991816,0.0229
Rv2700,,0.41636282752687925,0.39
Rv0411c,glnH,0.4174822668913552,0.2463
Rv0283,eccB3,0.41963018052810475,0.2726
Rv2778c,,0.4214315963167595,0.1099
Rv2063A,mazF7,0.42243767946292604,0.2712
Rv2052c,,0.4226271239912855,0.1264
Rv2495c,bkdC,0.42400774299260935,0.1202
Rv3369,,0.42449060717713516,0.1993
Rv0526,,0.42732952241275557,0.341
Rv3530c,,0.427408238800198,0.4523
Rv3482c,,0.42903656524524025,0.3803
Rv2554c,,0.4311895454266556,0.054
Rv1607,chaA,0.4327824817412379,0.3228
Rv0975c,fadE13,0.43308510713947196,0.0487
Rv0138,,0.43347219099508505,0.0516
Rv1571,,0.4342524933547371,0.3194
Rv2461c,clpP1,0.4352342132656699,0.0524
Rv1306,atpF,0.4368217695446271,0.3692
Rv0314c,,0.4381843218114927,0.5434
Rv1014c,pth,0.43849841204977974,0.4813
Rv3765c,tcrX,0.4394849490057292,0.221
Rv2759c,vapC42,0.4422452889079243,0.3104
Rv0443,,0.44237347803469806,0.0316
Rv3920c,,0.44463101733279126,0.0163
Rv0999,,0.4452958856159741,0.441
Rv2239c,,0.4459065266258615,0.094
Rv3098A,,0.4500075756331166,0.0437
Rv0266c,oplA,0.4500075756331166,0.0437
Rv1481,,0.45299385906088163,0.0625
Rv3610c,ftsH,0.4535675786268609,0.0875
Rv2496c,bkdB,0.4546095375047353,0.2613
Rv0592,mce2D,0.45956620787311464,0.5655
Rv0311,,0.4614469539042387,0.2997
Rv1367c,,0.4649342917666739,0.2604
Rv0067c,,0.4655036079941851,0.2039
Rv1778c,,0.46983203648778765,0.0526
Rv3094c,,0.47010565132148063,0.1453
Rv1827,garA,0.4703237687669291,0.2338
Rv1111c,,0.47045665026476796,0.4711
Rv0056,rplI,0.4708756247854088,0.0533
Rv2120c,,0.47115388581761,0.1988
Rv0009,ppiA,0.48034031645883923,0.0281
Rv0738,,0.4821587623983649,0.0561
Rv1274,lprB,0.4836431863738366,0.05
Rv0384c,clpB,0.48536141469697336,0.0081
Rv1992c,ctpG,0.48941061177153633,0.103
Rv0677c,mmpS5,0.4938154314955766,0.2997
Rv2080,lppJ,0.49509770142105136,0.3689
Rv1836c,,0.49622630939073403,0.2513
Rv3795,embB,0.4967001152110222,0.18
Rv0835,lpqQ,0.4977131298560758,0.1732
Rv0566c,,0.5011570489601748,0.0167
Rv3764c,tcrY,0.5029192062491608,0.0741
Rv0577,TB27.3,0.5036297329630635,0.0225
Rv0432,sodC,0.5045411735552261,0.16
Rv0710,rpsQ,0.5053027180053914,0.0054
Rv2771c,,0.5090916278967164,0.2449
Rv0431,,0.5093920839177826,0.1343
Rv0245,,0.5093958353868234,0.0152
Rv0157,pntB,0.5098648087817197,0.1198
Rv2465c,rpiB,0.5138261182776204,0.0249
Rv2612c,pgsA1,0.5144796678327725,0.2826
Rv2942,mmpL7,0.5147701751261606,0.2694
Rv1795,eccD5,0.5160173291698339,0.078
Rv0711,atsA,0.5188527117159193,0.0062
Rv3483c,,0.5206655107823269,0.2188
Rv0016c,pbpA,0.5229098180504529,0.3462
Rv1301,,0.5247808237008802,0.0312
Rv3830c,,0.5251315085431516,0.1658
Rv2789c,fadE21,0.5266834277874768,0.1361
Rv3880c,espL,0.5270614278718906,0.0442
Rv3780,,0.5283931788363869,0.1081
Rv0292,eccE3,0.5340847916018455,0.2314
Rv1219c,,0.5381224577446797,0.0833
Rv3628,ppa,0.5391880382243244,0.0236
Rv1234,,0.5394403130549972,0.3447
Rv1991c,mazF6,0.5400692746315974,0.6927
Rv2650c,,0.5422186595748317,0.0026
Rv0451c,mmpS4,0.5422330964599626,0.8226
Rv0468,fadB2,0.5431594623266353,0.0752
Rv1636,TB15.3,0.5445259633602533,0.0857
Rv3921c,,0.5480281393634941,0.2723
Rv3678c,,0.5498180826404173,0.0253
Rv2497c,bkdA,0.550515117993202,0.1578
Rv3623,lpqG,0.5518218893228913,0.2804
Rv2743c,,0.5592498839601331,0.1108
Rv2383c,mbtB,0.5609923985009527,0.0678
Rv0973c,accA2,0.5626423265992231,0.0299
Rv3718c,,0.5647878927101208,0.0477
Rv3071,,0.5674658194340482,0.0497
Rv0146,,0.5705246169398459,0.0139
Rv0450c,mmpL4,0.575693645847572,0.22
Rv0202c,mmpL11,0.5776706170964158,0.2422
Rv0291,mycP3,0.5806580630789234,0.0819
Rv3888c,,0.5821078810906573,0.1387
Rv3914,trxC,0.5844244677507728,0.0882
Rv1080c,greA,0.586076308351968,0.0498
Rv2220,glnA1,0.5878717971829305,0.0026
Rv1222,rseA,0.5887949399812064,0.2201
Rv1045,,0.5988244222442451,0.0044
Rv2941,fadD28,0.6009091521171092,0.0116
Rv0047c,,0.6015527356129304,0.0066
Rv0133,,0.6030517511593644,0.0382
Rv0598c,vapC27,0.6038643981925319,0.2693
Rv0530,,0.6046141615492525,0.0428
Rv2949c,,0.6051382099007481,0.1787
Rv2909c,rpsP,0.6096688850153782,0.1128
Rv2616,,0.6096884761164452,0.0567
Rv1221,sigE,0.6104861334263864,0.1138
Rv3281,accE5,0.613766312929699,0.0002
Rv1025,,0.6162196997266319,0.048
Rv1109c,,0.6224659637028016,0.1765
Rv0974c,accD2,0.6227630975042396,0.025
Rv3133c,devR,0.6227793935502564,0.539
Rv2197c,,0.6287312855519197,0.4137
Rv3608c,folP1,0.6298135423945901,0.1221
Rv1477,ripA,0.6305036826384547,0.0458
Rv2373c,dnaJ2,0.6433126248141632,0.1555
Rv1447c,zwf2,0.6444351765208339,0.0064
Rv2883c,pyrH,0.6464936739471793,0.0137
Rv1897c,,0.6506703044191251,0.2273
Rv3104c,,0.6522459696148761,0.5765
Rv1218c,,0.6526629648544814,0.0189
Rv2145c,wag31,0.6588328073406884,0.1046
Rv0676c,mmpL5,0.6804907185027,0.1016
Rv1412,ribC,0.6912402402428837,0.0276
Rv1101c,,0.6924007031094535,0.4961
Rv2933,ppsC,0.6940344107482771,0.0283
Rv0638,secE1,0.6966007444752681,0.2427
Rv1346,mbtN,0.7085670718017364,0.1213
Rv2945c,lppX,0.709013207530702,0.0972
Rv2094c,tatA,0.7151098436109737,0.074
Rv0361,,0.7209714086279058,0.0385
Rv1592c,,0.7219210873836662,0.1285
Rv1854c,ndh,0.724919872843399,0.0294
Rv1748,,0.7270170103897308,0.0793
Rv3669,,0.7338027074079644,0.359
Rv2710,sigB,0.7383726665327075,0.0725
Rv1558,,0.7458611265084935,0.0172
Rv0284,eccC3,0.7473608471064853,0.0751
Rv3788,,0.7504785790015003,0.0262
Rv2464c,,0.7546390445348553,0.4266
Rv1762c,,0.7567704458610148,0.2071
Rv0971c,echA7,0.757843714601951,0.0173
Rv2372c,,0.7609214147998149,0.3692
Rv1890c,,0.7651216439653376,0.0702
Rv3864,espE,0.7764266286240427,0.0617
Rv1078,,0.7873900854745369,0.0596
Rv0316,,0.7895045681895054,0.0035
Rv2194,qcrC,0.7993153815007668,0.2305
Rv2940c,mas,0.8189158213310564,0.0234
Rv2172c,,0.8215479778787981,0.0307
Rv1411c,lprG,0.8246494806663069,0.0633
Rv2468c,,0.825728254099501,0.2821
Rv2527,vapC17,0.829664967039192,0.1103
Rv1446c,opcA,0.8370429420511996,0.0301
Rv0190,,0.8375685785682874,0.1044
Rv1899c,lppD,0.8484485939514123,0.0181
Rv1746,pknF,0.8526510675045194,0.15
Rv3802c,,0.8769360260520018,0.0758
Rv0008c,,0.9015238138352085,0.188
Rv2378c,mbtG,0.940841058750805,0.1399
Rv2913c,,0.9894500494248303,0.0772
Rv0078,,0.9901361497890092,0.1468
Rv2573,,0.994038549188739,0.3058
Rv2556c,,0.9943996208309405,0.1071
Rv0342,iniA,1.0038044318358414,0.0372
Rv1987,,1.0425423276920835,0.1847
Rv0343,iniC,1.060558154010129,0.0466
Rv3142c,,1.0904267976381259,0.078
Rv2932,ppsB,1.0906763013650413,0.0041
Rv2379c,mbtF,1.0974986688757558,0.0015
Rv1304,atpB,1.1012639352994902,0.0771
Rv2931,ppsA,1.1772574782761025,0.0066
Rv1216c,,1.1875886724702283,0.0623
Rv2930,fadD26,1.189059319088163,0.029
Rv3753c,,1.1999111862816871,0.0695
Rv1244,lpqZ,1.2157483002587004,0.0032
Rv3867,espH,1.228389863843395,0.0023
Rv1498A,,1.2372489907178168,0.0051
Rv2380c,mbtE,1.2421786170878995,0.0064
Rv0251c,hsp,1.2720547444330172,0.0663
Rv2256c,,1.3291985481658597,0.0165
Rv1129c,,1.406046141160212,0.0027
Rv2043c,pncA,1.4241937627201657,0.0601
Rv1209,,1.5015546998037073,0.0274
Rv1072,,1.5127879097910162,0.2343
Rv2429,ahpD,1.5354002158580116,0.0038
Rv2055c,rpsR2,1.568061252745944,0.2
Rv1466,,1.596866088034745,0.0284
Rv2775,,1.619245380228362,0.0412
Rv0968,,1.7209855452450715,0.0009
Rv0467,icl1,1.8207035714248845,0.0371
Rv0969,ctpV,1.834357285223355,0.0007
Rv3687c,rsfB,1.853273475757381,0.2574
Rv0280,PPE3,1.8639384636503016,0.1207
Rv0106,,1.991971236805209,0.0011
Rv0301,vapC2,2.1380688142774846,0.0001
Rv1131,prpC,2.3918557281614956,0.0406
Rv0967,csoR,2.444493904177135,0.0007
Rv1130,prpD,2.5710041281730156,0.0136
Rv0341,iniB,2.867066526634829,0.043
Rv2428,ahpC,3.0214122286550698,0.0098
Rv1487,,3.621845021923557,0.1265
